adult,backdrop_path,genre_ids,id,title,original_language,original_title,overview,popularity,poster_path,release_date,softcore,video,vote_average,vote_count
False,,[],1711443,The Prehensible (The Text is Thunder),fr,Le préhensible,"From Kabbalah to negative theology, from Walter Benjamin to Jacques Derrida, from lightning to thunder, fragments of a witty reflection on the notion of beginning.",0.0362,,2026-07-08,False,False,0.0,0
False,,[],1708598,Chicken Soup,fr,Chicken Soup,"Lili, a young French woman, lives in New York between odd jobs and coffees with friends while overstaying her visa. A chance encounter with two police officers tips her — and the film itself — into another dimension.",0.0143,,2026-07-09,False,False,0.0,0
False,,[35],1705099,What's That Smell?,en,What's That Smell?,"A fictional documentary following the exploits of Hank, a Los Angeles plumber going through a bitter divorce who decides he's going to clean up his city... by killing every homeless person he can find.",0.0143,/tv0Azt6j0MyODmvgUtzgyTj16O2.jpg,2026-07-04,False,False,0.0,0
False,,[99],1664715,Schwarze Häuser,de,Schwarze Häuser,"After World War II, countless children throughout Germany were sent to health resorts in order to recover; instead they endured systemic abuse. Through survivors’ voices and her own family history, filmmaker Katrin Sikora uncovers this long silenced chapter and its echoes across generations.",0.0143,/qHyLnejCRpuZpR8TBvcFCrU2hgU.jpg,2026-07-09,False,False,0.0,0
False,,[99],1657813,Your business is a pipe,ru,Your business is a pipe,,0.1251,,2026-07-01,False,False,0.0,0
False,,[],1721821,真田まこと 甘えたいカラダ,ja,真田まこと 甘えたいカラダ,,0.1439,,2026-07-03,False,False,0.0,0
False,,[],1716344,NJPW Road to G1 Climax 36 - Day 5,ja,NJPW Road to G1 Climax 36 - Day 5,"The fifth night of Road to G1 Climax 36 was a professional wrestling event promoted by New Japan Pro Wrestling (NJPW) that took place on July 4, 2026, at Yamagata Big Wing in Yamagata, Japan.",0.0143,/tlampZkH6hhYGtUOG6EJuzFXWRV.jpg,2026-07-04,False,False,0.0,0
False,,[],1716343,NJPW Road to G1 Climax 36 - Day 4,ja,NJPW Road to G1 Climax 36 - Day 4,"The fourth night of Road to G1 Climax 36 was a professional wrestling event promoted by New Japan Pro Wrestling (NJPW) that took place on July 2, 2026, at Tokorozawa Municipal Gymnasium in Tokorozawa, Saitama, Japan.",0.0143,/tlampZkH6hhYGtUOG6EJuzFXWRV.jpg,2026-07-02,False,False,0.0,0
False,,[18],1714934,Quaternité,ru,Quaternité,"An experimental film, developed from an interactive installation and composed of 64 episodes. Its structure is based on coin tosses and the ancient Chinese ""Book of Changes,"" where chance determines the order of events, editing, and the very logic of the narrative. The film follows the journey of several people through different spaces, the flow of unpredictable events in their lives, and the unexpected intersections of their destinies.",0.0071,,2026-07-03,False,False,0.0,0
False,,[],1714314,We Bark in the Same Tone of Voice,hu,We Bark in the Same Tone of Voice,,0.0071,/sviTdSjZAZzTBbNgxoMFfcldpQG.jpg,2026-07-02,False,False,0.0,0
False,,[],1712651,Sunlit,en,Irena na Suncu,What am I to myself?,0.0071,/ir8W11QM0uVPhLTw0W0ZX4LSCT0.jpg,2026-07-03,False,False,0.0,0
False,,[],1711482,Pure Reason,en,Pure Reason,"Starting from a fragment of wall and a daily ritual, an experiment in the perception of colour. How do light and time construct it?",0.0,,2026-07-08,False,False,0.0,0
False,,[],1711481,Doing What?,fr,Tu fais quoi?,"A political demonstration in Argentina. A couple attempts to understand one another through landscapes. In Marseille, a young man asks another: doing what ? A cat watches the scene from behind a window. A poem for a utopia of disagreement.",0.0071,,2026-07-09,False,False,0.0,0
False,,[],1711475,Extinctions of Blue,fr,Extinction des Bleus,"What if blue were disappearing from the spectrum? Through images and narratives blending visual poetry, irony and reflections on the disappearance of blue — and, with it, of living things — the film sketches out a meditation on the language of colours that we share.",0.0143,,2026-07-09,False,False,0.0,0
False,,[],1711473,"Bleda y Rosa. A Place, an Image",es,"Bleda y Rosa. Un LLoc, una Imatge","Bleda y Rosa are one of the most significant Spanish visual artist couples of their generation. They are working on the installation of an out-of-context structure in the middle of the Valencian landscape. Of this entire process, only a single photograph must remain.",0.0261,,2026-07-08,False,False,0.0,0
False,,[],1711453,A River and a Queen,es,Un río y una reina,"A river: the Esla. A region: Tierra de la Reina. A dam and a wildfire, destruction from water and destruction from fire, two ways of losing paradise. A forest saved by a miracle and a valley in danger. Local people who write and a stranger who reads, listens and looks.",0.0071,,2026-07-08,False,False,0.0,0
False,,[35],1708677,Les Oeufs,fr,Les Oeufs,,0.0143,/fK92JlclcFaovceLBf9JhQcLHLw.jpg,2026-07-11,False,False,0.0,0
False,,[],1708224,Hen Don't,en,Hen Don't,A late night hen party spirals out of control when the bride's older sister and the maid of honour have conflicting ideas of how the bride should celebrate her last night of freedom.,0.0071,,2026-07-10,False,False,0.0,0
False,,"[35, 18]",1708161,Sous le capot,fr,Sous le capot,,0.0261,/nypu8Bt9DdGxxmkP6J5RAtw8gN0.jpg,2026-07-09,False,False,0.0,0
False,/A2dGjTqKfI3UOvr3BpaePJBUaGp.jpg,"[35, 18]",1685387,A.R.T.H.U.R,fr,A.R.T.H.U.R,,0.0071,/y964pE1TERoPAXZTjvmJviYgzTP.jpg,2026-07-10,False,False,0.0,0
False,/hPpdIOFshK5vjnEhU9upsYl019j.jpg,"[12, 28]",1646895,Operation Kino,en,Operation Kino,A trio of thieves infiltrate a movie theater to obtain an object,0.0071,/oTvtkkGfhir0CBOTsJKr6vU4qS9.jpg,2026-07-17,False,False,0.0,0
False,,"[18, 35]",1722832,ODISEA 2016,es,ODISEA 2016,"On the brink of turning 18 and terrified of adult responsibilities, a teenager finds a pair of glasses that transports him back to the ""safe haven"" of 2016. But when the portal begins to collapse, a frantic race against time begins, leaving him with only two choices: remain trapped in his memories forever, or take on the biggest responsibility of all—growing up to save his life.",0.0,,2026-07-09,False,False,0.0,0
False,/4NKam3xOMgGJfbczSRquTIKtzC0.jpg,"[27, 9648, 35]",1722712,Redacted,en,Redacted,"Clocking in at a gripping one hour, this dark-comedy horror experience throws audiences headfirst into chaos, following Detective Leslie Morose as he investigates six chilling unsolved cases completely oblivious to the terrifying presence stalking him within his own office. As the mysteries spiral from ritualistic cults to alien parasites to sinister folklore creatures, one thing becomes clear: the real horror is not just in the files… it is already inside the room.",0.0429,/3UarmzTgkXEi7QJpVXamFt8dU2u.jpg,2026-07-01,False,False,0.0,0
