adult,backdrop_path,id,name,original_name,overview,poster_path,media_type,original_language,genre_ids,popularity,first_air_date,softcore,vote_average,vote_count,origin_country,title,original_title,release_date,video
False,/6t2FvBr9DS8MOq0m5FAwPBCdAW5.jpg,220102,Spider-Noir,Spider-Noir,"Ben Reilly, an aging and down on his luck private investigator in 1930s New York, is forced to grapple with his past life as the city's one and only superhero.",/oD8WSVqz84ZRfelkr7JPeJwR9Iv.jpg,tv,en,"[18, 9648, 80]",67.0999,2026-05-25,False,8.515,614,['US'],,,,True
False,/A5Tz6ogGt4VV8NESG9oWVct5bo1.jpg,1212763,,,"After the loss of her husband, a woman seeks solace with her in-laws. As one by one they transform into deadites, she comes to discover that the vows she took in life - survive even in death.",/ztadKzIIR0ERYqpHteaPFtk7inP.jpg,movie,en,"[27, 53]",20.2989,,False,0.0,0,,Evil Dead Burn,Evil Dead Burn,2026-07-08,False
False,/n6vVs6z8obNbExdD3QHTr4Utu1Z.jpg,76479,The Boys,The Boys,A group of vigilantes known informally as “The Boys” set out to take down corrupt superheroes with no more than blue-collar grit and a willingness to fight dirty.,/in1R2dDc421JxsoRWaIIAqVI2KE.jpg,tv,en,"[10765, 10759]",209.2494,2019-07-25,False,8.45,12998,['US'],,,,True
False,/3fs6Encf71ChabAKV6VrnpQRrjV.jpg,1398050,,,"A group of teens hit the road in a stolen driver's ed car, racing against time to help a lovesick high school senior track down his college-freshman girlfriend and win her back.",/hHbzSzjJnmcq02l2razSScBEVBf.jpg,movie,en,[35],54.8037,,False,6.8,24,,Driver's Ed,Driver's Ed,2026-05-14,False
False,/zftF4KDGuhAGIA50bywcCXPjz5f.jpg,289763,See You at Work Tomorrow!,내일도 출근!,"Cha Ji-yoon is a 7th-year corporate worker who's tired of both work and dating. She crosses paths with Kang Si-woo, the cynical boss with a terrifying reputation. Unexpectedly, she regains spark in her life as she gets to know the kindness behind his stern words. Amid repeated commutes, accidents at work, and failed relationships, the two become each other's irreplaceable anchor.",/jEbcoyJBBnjNH02EBoepjm5U9Rh.jpg,tv,ko,"[35, 18]",67.5623,2026-06-22,False,8.4,10,['KR'],,,,True
False,/7zSko8MBo8UxJi2fPwglXFz7gV.jpg,196950,Witch Hat Atelier,とんがり帽子のアトリエ,"In a world where only witches can cast magic, they must avoid being seen by ordinary people while casting. While Coco does her chores, she daydreams of becoming a witch. When a young witch named Qifrey visits her village, Coco uncovers the “absolute secret,” becomes Qifrey’s apprentice, and begins her studies. This is the story of children who encounter despair, yet reach out toward hope.",/78m1Tv3suHmUryTI9VNPwKLKjHZ.jpg,tv,ja,"[16, 18, 10765]",38.8808,2026-04-06,False,8.901,116,['JP'],,,,True
False,/A5Tz6ogGt4VV8NESG9oWVct5bo1.jpg,1212763,,,"After the loss of her husband, a woman seeks solace with her in-laws. As one by one they transform into deadites, she comes to discover that the vows she took in life - survive even in death.",/ztadKzIIR0ERYqpHteaPFtk7inP.jpg,movie,en,"[27, 53]",20.2989,,False,0.0,0,,Evil Dead Burn,Evil Dead Burn,2026-07-08,False
False,/qcIKxhqGMIj8uujsSoSMZWr8QqU.jpg,1122573,,,"A covert team of elite operatives are living in the shadows. When a ruthless despot steals a billion-dollar fortune, they're sent to take it back—an impossible heist that erupts into a deadly game of strategy, deception and survival.",/dQgIcW6Th08kMRf2HBoYWoFE6OD.jpg,movie,en,"[28, 53]",113.3308,,False,6.6,278,,In the Grey,In the Grey,2026-05-13,False
False,/asROh8ULhbYpB4C7x1Q3iFtcxsB.jpg,252107,Star City,Star City,"Step into a thrilling chapter inspired by For All Mankind. Same alt-history universe. Different perspective: the Soviet Union's. Go behind the Iron Curtain with the cosmonauts, engineers, and intelligence officers who risked it all in the race for the Moon.",/aOyhj8ERPpijIyrwJoTd4ZEhqJR.jpg,tv,en,"[18, 10765, 10768]",28.1931,2026-05-28,False,7.235,34,['US'],,,,True
False,/wQOhbCP6H8bO5ddlXDZT207orew.jpg,1477317,,,"Nick and Noah are both embarking on life-changing adventures that are threatening to pull them apart—Nick in business with his father and Noah starting a fresh chapter at Oxford University. Now living separate lives, and meeting new people, they find themselves entangled in temptations, rivalries, and betrayals and their bond is tested like never before. As secrets unravel and temptation rises, they must fight to hold onto each other—or risk losing everything.",/nLxu237EJAisFCYKK48hN9Plobx.jpg,movie,en,"[10749, 18]",138.0774,,False,7.6,136,,Your Fault: London,Your Fault: London,2026-06-17,False
False,/xugEpZk9YQ0DIz1aFvH5HGkqpZK.jpg,1304313,,,"The young daughter of a journalist disappears into the desert without a trace—eight years later, the broken family is shocked when she is returned to them, as what should be a joyful reunion turns into a living nightmare.",/1q308iixueCU4pFtSYugNOevtNx.jpg,movie,en,"[27, 9648]",146.8997,,False,8.0,2007,,Lee Cronin's The Mummy,Lee Cronin's The Mummy,2026-04-15,False
False,/u53UYu5XG2hNgWGvs3xGhAVzypl.jpg,1327819,,,"Scientists have discovered how to 'hop' human consciousness into lifelike robotic animals, allowing people to communicate with animals as animals. Animal lover Mabel seizes an opportunity to use the technology, uncovering mysteries within the animal world beyond anything she could have imagined.",/xjtWQ2CL1mpmMNwuU5HeS4Iuwuu.jpg,movie,en,"[12, 16, 35, 10751, 878]",104.3522,,False,8.199,1758,,Hoppers,Hoppers,2026-03-04,False
False,/dT7ARI93vfbP1Tf8fuVfDFMyQqE.jpg,204137,The Doomies,The Doomies,"When best friends Bobby and Romy mistakenly open up a gateway to another world, they turn their sleepy coastal town into a hotspot for terrifying creatures of doom. Roped into an epic supernatural mystery, they will cross paths with the so-called “Chosen One” and do battle with both literal and inner monsters.",/zTUuiutD2Kj8lwd552uX8dzxA24.jpg,tv,en,"[16, 10765, 10759, 35, 10751]",14.2687,2026-06-26,False,10.0,1,['US'],,,,True
False,/w6X8UWSQpnCNLuWQ88cV3eSA6VQ.jpg,322427,The American Experiment,The American Experiment,Life. Liberty. The pursuit of happiness. This sweeping historical documentary series traces how the ideals of America's founders gave rise to a nation.,/dqaJm0i1Iu9tuIRW9Q9T9gMp9K2.jpg,tv,en,[99],11.2719,2026-06-24,False,4.0,3,['US'],,,,True
False,/iYjlQzWbcFIjWe2WifbEPb4kErp.jpg,1127384,,,A group of international passengers on a flight from Los Angeles to Shanghai is forced to make an emergency landing in shark-infested waters. The terrified group is forced to work together and overcome their differences if they hope to escape their sinking plane and the frenzy of sharks drawn to the wreckage.,/kjcuS7xaRyqRjVaVcH4t0qHshuX.jpg,movie,en,"[53, 27]",352.2732,,False,6.142,67,,Deep Water,Deep Water,2026-04-30,False
False,/qCGwPCwlSiLdlYinzy9rSQDjQX1.jpg,135934,The Legend of Vox Machina,The Legend of Vox Machina,"They're rowdy, they're ragtag, they're misfits turned mercenaries for hire. Vox Machina is more interested in easy money and cheap ale than actually protecting the realm. But when the kingdom is threatened by evil, this boisterous crew realizes that they are the only ones capable of restoring justice.",/zjQTSYZEmy0GVnK1aFLvNiAwluo.jpg,tv,en,"[16, 10765, 10759]",45.471,2022-01-27,False,8.216,660,['US'],,,,True
False,/nHxWyy18SvAZ8jJeemtS8k1UNjM.jpg,1290821,,,"A man living in self-imposed exile on a remote island rescues a young girl from a violent storm, setting off a chain of events that forces him out of seclusion to protect her from enemies tied to his past.",/buPFnHZ3xQy6vZEHxbHgL1Pc6CR.jpg,movie,en,"[28, 80, 53]",54.889,,False,7.694,1337,,Shelter,Shelter,2026-01-28,False
False,/rw1WmxUvmbwRsbAX12m6toIg04j.jpg,1325734,,,A happily engaged couple is put to the test when an unexpected turn sends their wedding week off the rails.,/qhGCY6DIemLoCi7x1GuEt98m4JF.jpg,movie,en,"[10749, 35, 18]",39.8774,,False,6.955,1103,,The Drama,The Drama,2026-04-01,False
False,/eGX66zonvc4bXg3rM08RUxdYSDx.jpg,1061474,,,"Superman, a journalist in Metropolis, embarks on a journey to reconcile his Kryptonian heritage with his human upbringing as Clark Kent.",/ldyfo0BKmz5rWtJJKCvwaNS4cJT.jpg,movie,en,"[878, 12, 28]",42.4926,,False,7.338,4944,,Superman,Superman,2025-07-09,False
False,/kLA1GqiOEyVgXxgNqLoCr7bYcqu.jpg,950028,,,"Joe and Angela’s marriage is on thin ice. When they invite their enigmatic upstairs neighbors for a dinner party, the night spirals into unexpected places. Have they reignited the spark or lit the match that burns it all down?",/b7Dr8Chzse8VagexAporUu2RtLx.jpg,movie,en,"[18, 35]",16.8363,,False,8.0,1,,The Invite,The Invite,2026-06-25,False
False,/GN2KFXiHPVV6sIw4v2P2pqCJty.jpg,85552,Euphoria,Euphoria,"A group of high school students navigate love and friendships in a world of drugs, sex, trauma, and social media.",/ypmtwojDd751Peszi62DVLytqqC.jpg,tv,en,[18],117.2371,2019-06-16,False,8.285,10901,['US'],,,,True
False,/52sp0vPhLOWrZ1QoZIWiapronM.jpg,273240,Off Campus,Off Campus,"Hannah Wells tutors hockey captain Garrett Graham to win over her crush. Their deal becomes real connection as they face their pasts. Friends Logan, Dean, Tucker, and Allie navigate college life and love.",/cbODFqkcmRgrYH8NkG4Q4Hcg8Z1.jpg,tv,en,[18],281.268,2026-05-13,False,8.967,569,['US'],,,,True
False,/z18AIGSU0vk4Y7LQP37CPSeKZvF.jpg,1515729,,,Follows a family trained to protect the powerless who become the most dangerous obstacle of all.,/ho824aZtnBzE6FuJRn2znQCq4qQ.jpg,movie,ta,"[18, 28, 10751, 53]",145.9413,,False,7.0,23,,Blast,Blast,2026-05-28,False
False,/8RUoesAKJIQjTZffFuVpd7QR1CS.jpg,303084,Deep In,入戏,"Filming a daring romance movie, an award-winning actor and an ambitious newcomer lose track of where acting ends and their real desire begins.",/aO2R6lWasqv9BsE7qpquDxE68TD.jpg,tv,zh,[18],60.1094,2026-06-26,False,9.0,1,['CN'],,,,True
False,/8RUoesAKJIQjTZffFuVpd7QR1CS.jpg,303084,Deep In,入戏,"Filming a daring romance movie, an award-winning actor and an ambitious newcomer lose track of where acting ends and their real desire begins.",/aO2R6lWasqv9BsE7qpquDxE68TD.jpg,tv,zh,[18],60.1094,2026-06-26,False,9.0,1,['CN'],,,,True
False,/6Fbrrf2jaYJ8s3nnnuhhvvDjTZN.jpg,295780,"Life, Larry and the Pursuit of Unhappiness: An almost History of America","Life, Larry and the Pursuit of Unhappiness: An almost History of America","An improvised, comedic approach to major events in American history in celebration of the 250th anniversary of the founding of the United States.",/eA8lwlHAuFQrZzek25xgGZCgImu.jpg,tv,en,[35],24.0883,2026-06-26,False,3.8,5,['US'],,,,True
False,/iixxhk3ycXmFqBn616pAsC3lu53.jpg,1433,American Dad!,American Dad!,"The series focuses on an eccentric motley crew that is the Smith family and their three housemates: Father, husband, and breadwinner Stan Smith; his better half housewife, Francine Smith; their college-aged daughter, Hayley Smith; and their high-school-aged son, Steve Smith. Outside of the Smith family, there are three additional main characters, including Hayley's boyfriend turned husband, Jeff Fischer; the family's man-in-a-goldfish-body pet, Klaus; and most notably the family's zany alien, Roger, who is ""full of masquerades, brazenness, and shocking antics.""",/eb9sH2am9IUSQ8GhXTNAVoujk8W.jpg,tv,en,"[16, 35]",118.382,2005-02-06,False,7.0,2382,['US'],,,,True
False,/2okNnNRrFPZHwCqZg21kVn3uIsC.jpg,1266127,,,"Moments after surviving an all-out attack from the Le Domas family, Grace discovers she’s reached the next level of the nightmarish game — and this time with her estranged sister Faith at her side. Grace has one chance to survive, keep her sister alive, and claim the High Seat of the Council that controls the world. Four rival families are hunting her for the throne, and whoever wins rules it all.",/13ZcJzSGEqVgDSqsS9U5EkQwPkV.jpg,movie,en,"[53, 27, 35]",31.0378,,False,7.691,1121,,Ready or Not: Here I Come,Ready or Not: Here I Come,2026-03-19,False
False,/qY7zVZ7liULhfRoXg4c9Xl83LcR.jpg,1430077,,,"When novelist Ohm Bauman retreats to a remote inn to scatter his parents' ashes, he is consumed by tales of a witch haunting the honeymoon suite. Disturbing visions and a shocking disappearance forces him to confront dark corners of his past.",/jKPWwsbAM6HKURPYQ1eG8DmKMKn.jpg,movie,en,[27],84.4074,,False,6.926,425,,Hokum,Hokum,2026-04-29,False
False,/hGCQ0tsJMpKjfrnCyYY0kMY2kY1.jpg,322430,The Polygamist,The Polygamist,"Social media darling, Joyce, is the picture of marital perfection — until her cheating husband's conquests ignite a scandalous emotional meltdown.",/emnQZe22rYBCsbZ7h1TUAkYEzrZ.jpg,tv,zu,"[18, 10766]",146.7237,2026-06-12,False,8.32,50,['ZA'],,,,True
False,/7Ja28gO6OwncmCA94q2qPyeRrsA.jpg,1339588,,,"When a lovesick musician is given the wrong number for his dream girl, he teams up with a driven psychology student to find her. Together, they spark a hilarious campus-wide frenzy that tests their own hearts and ambitions along the way.",/bfEQ6C702oPsN4kzIiY7n4JsrxF.jpg,movie,en,"[10749, 35]",11.2582,,False,6.462,13,,Finding Emily,Finding Emily,2026-05-21,False
False,/qc30hdrxHQgN5wiopU4bkRZow5L.jpg,260463,Daemons of the Shadow Realm,黄泉のツガイ,"Yuru, a young hunter, lives in a small village deep in the mountains, hunting wild game and leading a humble life with Asa, his younger twin sister. Their peaceful lives are torn apart when a dragon’s roar echoes across the sky. What secrets lurk within their village? What fate awaits them?",/vIE1llfr1lcmzlsV4xn8vhgtlQN.jpg,tv,ja,"[16, 10759, 10765]",28.378,2026-04-04,False,8.7,47,['JP'],,,,True
False,/v5v4BXD0AT1gMcKr2pAJCt4IFZu.jpg,285479,A Record of a Mortal's Journey to Immortality,凡人修仙传（分季）,,/sZJssMWcejxx2k8i0JPIr4t2tMY.jpg,tv,zh,"[16, 10759, 18]",15.606,2020-07-25,False,9.429,7,['CN'],,,,True
False,/7IwBgIwoHtkQ0lYGbBbqKintSWx.jpg,1292695,,,"A woman answers a help wanted ad to be a housekeeper in a mysterious New York City high-rise, unaware that she is entering a community that has seen a number of disappearances over the years and may be under the grip of a Satanic cult.",/nSXCFSvI2p5WLgMrOHACbVnEJSR.jpg,movie,en,"[27, 35, 28]",33.2348,,False,7.012,836,,They Will Kill You,They Will Kill You,2026-03-25,False
False,/vPVdWiLUNQyaGMazyZGVAyRcYBG.jpg,261145,The Amazing Digital Circus,The Amazing Digital Circus,A woman finds herself trapped in a virtual circus where she and five other humans are subject to the whims of a wacky AI ringmaster. In this digital purgatory they must face frightening NPCs and cope with their own personal traumas.,/lpfrgfomX8uNFxv4VaEzvJGs9TK.jpg,tv,en,"[16, 35, 18, 10765]",60.1984,2023-10-13,False,8.7,326,['AU'],,,,True
False,/n4B2dVVScH4L4Scvy7mTboYcfGQ.jpg,296285,Oasis,Oasis,"Oasis is the most luxurious holiday resort in the country — a paradise reserved for the wealthiest families, featuring private beaches, VIP facilities, and impenetrable security. The perfect place to spend the best summer of your life. But everything falls apart when the police storm the resort to investigate a mysterious disappearance. In such an exclusive place, everyone is a suspect — and no one can leave until the culprit is found.",/vWBtcjETIUd45OoIULEqc6qZxM7.jpg,tv,es,"[80, 9648, 18]",76.0878,2026-06-19,False,6.8,15,['ES'],,,,True
False,/o0NsbcIvsllg6CJX0FBFY8wWbsn.jpg,30984,Bleach,BLEACH,"For as long as he can remember, Ichigo Kurosaki has been able to see ghosts. But when he meets Rukia, a Soul Reaper who battles evil spirits known as Hollows, he finds his life is changed forever. Now, with a newfound wealth of spiritual energy, Ichigo discovers his true calling: to protect the living and the dead from evil.",/5iVUUnE2tgBPypACYNobCKHagfV.jpg,tv,ja,"[10759, 16, 10765]",81.9066,2004-10-05,False,8.36,2157,['JP'],,,,True
False,/ipdLdmrjqR3hpCUGGSyr03dHdqC.jpg,278605,Archives: The Nanyang Mystery,南部档案,"In the early days of the Republic of China, a mysterious murder at sea draws Zhang Haiyan and his partner into an investigation that quickly spirals into a dangerous conspiracy. What begins as a search for truth aboard the massive ship Nan'an becomes a fight for survival in a world of intrigue and betrayal.",/nb3bRhhopMxZYLMKIVilKV6PgqN.jpg,tv,zh,"[10759, 9648]",46.7712,2026-06-11,False,7.0,5,['CN'],,,,True
False,/xBI8m2aYsr9o4vtgbnI7wsewGc6.jpg,233076,The Heart,问心,"Xiao Feng is the Deputy Chief Physician of the Cardiology Department at Dongli Hospital. He is introverted and strict. He becomes work partners with the impulsive doctor Lin Yi, yet friction arises due to the differences in their medical beliefs. Meanwhile, Xiao Feng's younger sister also gets a job working as a doctor at the Intensive Care Unit.",/sEyJgrm80Lad7MRMchh6ZrdoAAi.jpg,tv,zh,[18],11.3182,2023-10-07,False,8.9,7,['CN'],,,,True
False,/uTWhbLc7Bj4qNSdW3ZvZKL8cOHv.jpg,125988,Silo,Silo,"In a ruined and toxic future, thousands live in a giant silo deep underground. After its sheriff breaks a cardinal rule and residents die mysteriously, engineer Juliette starts to uncover shocking secrets and the truth about the silo.",/fDMTqUcEh6qJwWZP1SHTfoaqsCy.jpg,tv,en,"[10765, 18]",59.8267,2023-05-04,False,8.164,2118,['US'],,,,True
False,,1700944,,,"“Love, Ngo” follows Ngongo, a hardworking young man who volunteers at a cleft lip and palate foundation while helping at his mother’s burger stand. The film explores his struggles with love, family and self-acceptance after falling for a woman whose family disapproves of his condition and social status.",/qA7FX4vp2qWfkMd2R3JrbGP6vbu.jpg,movie,tl,[35],4.7698,,False,9.0,1,,"Love, Ngo","Love, Ngo",2026-06-03,False
False,/c2sl2dLlyFFeb18pJtOpBD8cidr.jpg,72517,Classroom of the Elite,ようこそ実力至上主義の教室へ,"Kiyotaka Ayanokouji enrolls at the prestigious Tokyo Koudo Ikusei Academy, but is assigned to Class 1-D, where students with behavioral problems are housed. The school awards points equivalent to 100,000 yen per month and allows unusual freedom in classes, masking a more complex system.",/8BtSk9DGIlS24otIB3qCagVCI6W.jpg,tv,ja,"[16, 18, 9648]",54.5526,2017-07-12,False,8.425,822,['JP'],,,,True
False,/eJOy7YWAHgOS3V477sdTsq4v9jp.jpg,82684,That Time I Got Reincarnated as a Slime,転生したらスライムだった件,"Corporate worker Mikami Satoru is stabbed by a random killer, and is reborn to an alternate world. But he turns out to be reborn a slime! Thrown into this new world with the name Rimuru, he begins his quest to create a world that’s welcoming to all races.",/pzujcdPAoH361NObVrtbA7zACE7.jpg,tv,ja,"[10759, 16, 10765, 35]",36.6331,2018-10-02,False,8.427,924,['JP'],,,,True
False,/qKWDHofjMHPSEOTLaixkC9ZmjTT.jpg,1317288,,,"Marty Mauser, a young man with a dream no one respects, goes to hell and back in pursuit of greatness.",/lYWEXbQgRTR4ZQleSXAgRbxAjvq.jpg,movie,en,"[18, 53]",14.704,,False,7.4,1884,,Marty Supreme,Marty Supreme,2025-12-19,False
False,/3yQV8aUxMYeSCVF6R5Q6xcaMZsl.jpg,880067,,,"A talented violinist whose prestigious new role as a music tutor for an enigmatic, elite family spirals into a psychological battle for her safety and sanity.",/lWdpUOhnJ8uWWO1G1vbyUsCliov.jpg,movie,en,"[9648, 53]",20.2121,,False,7.523,22,,Strung,Strung,2026-06-18,False
False,/kKF4gEiBDArhONlCcunHVgBp3bA.jpg,1171145,,,"When an elusive thief whose high-stakes heists unfold along the iconic 101 freeway in Los Angeles eyes the score of a lifetime, with hopes of this being his final job, his path collides with a disillusioned insurance broker who is facing her own crossroads. Determined to crack the case, a relentless detective closes in on the operation, raising the stakes even higher.",/tVvpFIoteRHNnoZMhdnwIVwJpCA.jpg,movie,en,"[80, 53]",41.3252,,False,7.009,1115,,Crime 101,Crime 101,2026-02-11,False
False,/mVH9xKyA0ETdejTrCLKQI0mGJay.jpg,295357,Fist of the North Star: HOKUTO NO KEN,北斗の拳 -FIST OF THE NORTH STAR-,"In the year 199X, the world was engulfed in nuclear fire!! Yet...humanity somehow survived!! A lone man with seven scars on his chest emerges. His name is Kenshiro, heir to Hokuto Shinken. In a world where only the strong survive, Kenshiro forges a path with his iron fists!",/fVJfKk7MkRlw90FWeLdduOeTxcp.jpg,tv,ja,"[10759, 16]",19.0273,2026-04-11,False,8.6,16,['JP'],,,,True
False,/yozfbzwLhGe81YKTDoNDRdJrIuC.jpg,96316,Rent-a-Girlfriend,彼女、お借りします,"Kinoshita Kazuya is a 20-year-old failure of a college student. He managed to kiss his girlfriend once, but was dumped after a month. Completely spiteful, Kazuya uses a certain method to date a girl. He goes to their meeting place and a beautiful girl brushing her long, black hair behind her ear was there, smiling at him. Her name was Mizuhara Chizuru. Something real is born after just a single rental! A reckless rom-com filled with love and excitement is about to begin!",/6ZpDPUNtVw6UdJoStvVlRZ62yAi.jpg,tv,ja,"[16, 35]",36.5404,2020-07-11,False,8.3,971,['JP'],,,,True
False,/i9FbVGQLjZC9hF3RI2o94UUADHG.jpg,226745,Camp Snoopy,Camp Snoopy,"After discovering their troop is in danger of disbanding, Snoopy and the Beagle Scouts set off to the great outdoors to earn their badges. Meanwhile, Charlie Brown and friends enjoy their summer at Camp Spring Lake.",/vN5fuofxX5jvRnu6R3NhGipUhbI.jpg,tv,en,"[16, 10762, 10751]",8.9645,2024-06-13,False,7.9,25,"['CA', 'US']",,,,True
False,/iw1knpC8Jg5davMn2MPxNVxBF8N.jpg,323411,The Vampire Lestat,The Vampire Lestat,"The Vampire Lestat goes on tour while being haunted by ""muses"" from his past. As the band's popularity grows, so does Lestat's influence over vampires & humans alike, leaving others to contend with Lestat's power in the face of the Great Conversion.",/gZcmNUcDDR1nR7lmroOJTCrhrhK.jpg,tv,en,"[18, 10765]",24.227,2026-06-07,False,6.75,28,['US'],,,,True
False,/rBOnrVlck7BIlGeWVlzYiZeg4l2.jpg,209867,Frieren: Beyond Journey's End,葬送のフリーレン,"After the party of heroes defeated the Demon King, they restored peace to the land and returned to lives of solitude.  Generations pass, and the elven mage Frieren comes face to face with humanity’s mortality. She takes on a new apprentice and promises to fulfill old friends’ dying wishes. Can an elven mind make peace with the nature of life and death? Frieren embarks on her quest to find out.",/dqZENchTd7lp5zht7BdlqM7RBhD.jpg,tv,ja,"[16, 10759, 18, 10765]",73.9102,2023-09-29,False,8.793,858,['JP'],,,,True
False,/eND0QkFMyqWONmAy1lBKtPjsrFF.jpg,206180,Another Self,Zeytin Ağacı,"Three friends arrive in a seaside town, where they connect with their spiritual selves and suddenly face unresolved trauma from their families' pasts.",/zogTjQRIJsmg8yvIo8gDLtp65th.jpg,tv,tr,[18],39.8436,2022-07-28,False,7.8,113,['TR'],,,,True
False,/ht6WUmez8cFbwlrFmGdjbYyn3RG.jpg,283428,The Ramparts of Ice,氷の城壁,"Weighed down by memories she can't shake, high schooler Koyuki Hikawa keeps everyone at arm's length — until three schoolmates draw her out of her shell.",/rke9UC2QrogvxiQD9TGpbvqDosi.jpg,tv,ja,"[16, 18]",43.4343,2026-04-02,False,8.675,20,['JP'],,,,True
False,/opxjwbFSadDgVmZtrLTlWJsUxrB.jpg,283123,Eshref Ruya,Eşref Rüya,"As a child, Eşref fell in love from afar with a girl he called “Rüya” and spent years searching for her, only to become a powerful mafia figure along the way. Meanwhile, Nisan, an idealistic musician, finds herself in grave danger after performing at a wedding held at Eşref’s hotel. Eşref falls for Nisan, unaware that she is both the long-lost Rüya he has been chasing for years and a police informant. Trapped in a whirlwind of love, betrayal, and power struggles, Eşref is forced into a brutal reckoning—both with his criminal empire and his own emotions.",/wwwKL2Pq3JZdI52wIYqjAdUF8fx.jpg,tv,tr,"[18, 10759, 80]",65.656,2025-03-19,False,7.1,40,['TR'],,,,True
False,/3eUyLEF5M0ky3h6KJsWiWzaakB8.jpg,1159559,,,"When a new Ghostface killer emerges in the quiet town where Sidney Prescott has built a new life, her darkest fears are realized as her daughter becomes the next target. Determined to protect her family, Sidney must face the horrors of her past to put an end to the bloodshed once and for all.",/jjyuk0edLiW8vOSnlfwWCCLpbh5.jpg,movie,en,"[27, 9648, 80]",47.7846,,False,6.189,1092,,Scream 7,Scream 7,2026-02-25,False
False,/80vo7eYhAXPJltu32lG5JGrGPzG.jpg,288603,Never-Ending Summer,炽夏,"To save her gravely ill grandmother, top student Zhou Wan approaches her mother's stepson, Lu Xixiao, for funds. They fall for each other over the summer after graduation but are torn apart by misunderstandings in reality. Ten years later, they reunite at work. Though Lu Xixiao harbors resentment, his love for Zhou Wan remains. As they uncover the truth behind a ""factory accident,"" they resolve their differences and reunite.",/51x3GY7o07PqLgCN0UIJVHHzgCO.jpg,tv,zh,[18],197.4209,2026-06-16,False,9.0,2,['CN'],,,,True
False,/wHwoA0K8GO5vTcOSro8viyfxf6m.jpg,1305781,,,"Dao Ma, the ""second most wanted fugitive,"" is entrusted by his benefactor, the chief of Mo family clan, to take on a mysterious escort mission-escorting the ""most wanted fugitive"" to Chang'an.",/4QZwryGm8l7N5XdEjPchNPl0BV7.jpg,movie,zh,"[28, 12]",36.3949,,False,7.0,73,,Blades of the Guardians,镖人：风起大漠,2026-02-17,False
False,/jIArNHIekrCSVgdMbKPAXpPY03Y.jpg,456,The Simpsons,The Simpsons,"Set in Springfield, the average American town, the show focuses on the antics and everyday adventures of the Simpson family; Homer, Marge, Bart, Lisa and Maggie, as well as a virtual cast of thousands. Since the beginning, the series has been a pop culture icon, attracting hundreds of celebrities to guest star. The show has also made name for itself in its fearless satirical take on politics, media and American life in general.",/uWpG7GqfKGQqX4YMAo3nv5OrglV.jpg,tv,en,"[10751, 16, 35]",165.3594,1989-12-17,False,8.019,10841,['US'],,,,True
False,/xr8cnK9SdDKdqYiWlBthQcvBJvH.jpg,1245859,,,"Against the backdrop of 18th century England, a massive pox outbreak, and Jacobite uprising – Sir Chauncey Savage and Lady Savage blindly pursue a better life. It's not without a tinge of irony that their family name is the Savages, for this is a Savage House indeed, filled with duels, decadence, and bloodshed.",/vPBy6cDPYMcj35lpl3W5kPEc2OB.jpg,movie,en,"[18, 35]",10.0617,,False,7.125,8,,Savage House,Savage House,2026-06-05,False
False,/aasp5EmwclAQbwfGABWLTNLhjwB.jpg,387,SpongeBob SquarePants,SpongeBob SquarePants,"Deep down in the Pacific Ocean in the subterranean city of Bikini Bottom lives a square yellow sponge named SpongeBob SquarePants. SpongeBob lives in a pineapple with his pet snail, Gary, loves his job as a fry cook at the Krusty Krab, and has a knack for getting into all kinds of trouble without really trying. When he's not getting on the nerves of his cranky next door neighbor Squidward, SpongeBob can usually be found smack in the middle of all sorts of strange situations with his best buddy, the simple yet lovable starfish, Patrick, or his thrill-seeking surfer-girl squirrel pal, Sandy Cheeks.",/5h0EU2lqBb03dp5vtRuUHJwqzem.jpg,tv,en,"[16, 35, 10751]",14.2106,1999-05-01,False,7.71,3219,['US'],,,,True
False,/6iNWfGVCEfASDdlNb05TP5nG0ll.jpg,79744,The Rookie,The Rookie,"Starting over isn't easy, especially for small-town guy John Nolan who, after a life-altering incident, is pursuing his dream of being an LAPD officer. As the force's oldest rookie, he's met with skepticism from some higher-ups who see him as just a walking midlife crisis.",/70kTz0OmjjZe7zHvIDrq2iKW7PJ.jpg,tv,en,"[80, 18, 35]",229.7396,2018-10-16,False,8.552,3343,['US'],,,,True
False,/ysYPo1JqzHiHoIHpW9wXCtvY1LW.jpg,284725,Not Suitable for Work,Not Suitable for Work,"Follow five work-obsessed twenty-somethings striving for professional success and, if they have time, personal happiness in Manhattan's most glamorous neighborhood, Murray Hill.",/hpucDFIvWwcn6sXk8EOEX0dbY0C.jpg,tv,en,[35],104.8225,2026-06-02,False,5.971,34,['US'],,,,True
False,/1I6QPJ2s6lch1WYO54Cv2j2Y8Z4.jpg,1217584,,,"Years have passed since his last adventure, but José Luis Torrente, the most politically incorrect former cop in Spain, still sees himself as a national hero.",/yrDKwAdZRJjoQ9RZwzRGPpMC7U1.jpg,movie,es,[35],66.6961,,False,6.155,71,,Torrente for President,Torrente Presidente,2026-03-13,False
